,Ovhd,Inst,Res,Non-inst,Bus/Fin,Comp/Eng/Sci,Mgnt,Admin/Off,Stdt,Aux,Prv/Stdt,Prv/Aux
Reinhardt University,1.36,3854,62,5634,224,315,1198,1844,0,0,2191,257
Lincoln College of Technology-Nashville,1.36,4094,0,5602,0,31,3861,994,0,0,0,0
University of Illinois at Springfield,1.37,14151,0,23134,2687,1438,7851,3559,3946,3742,0,0
Johnson County Community College,1.37,22279,0,35464,1879,5794,10601,7953,10034,4758,0,0
Carrington College-Pomona,1.37,609,0,837,0,0,500,31,0,0,0,0
Clover Park Technical College,1.37,5149,0,8233,1482,575,1132,1058,2181,1162,0,0
Arcadia University,1.37,11512,0,16634,738,1004,8968,3788,0,0,3724,846
Ave Maria University,1.37,3829,0,5482,430,314,2634,932,0,0,2459,199
Eastern New Mexico University-Main Campus,1.37,8540,0,12589,888,1377,3762,1320,2876,867,0,0
North Central College,1.37,9830,0,14220,557,1024,5906,1716,0,0,4417,693
California State University-San Bernardino,1.37,34401,0,49108,8268,6768,8601,10073,12482,1784,0,0
Emory & Henry College,1.37,3974,0,6112,301,273,2659,650,0,0,2019,655
Dickinson College,1.37,17748,0,29241,2297,2663,9149,3651,0,0,5809,4917
Criswell College,1.37,1082,0,1538,231,137,265,438,0,0,291,46
Baker College,1.37,2815,0,5030,96,0,1875,743,0,0,14755,1169
Wesleyan College,1.37,2936,0,4137,613,268,1305,542,0,0,1329,87
Pontifical Catholic University of Puerto Rico-Arecibo,1.37,780,0,1076,25,83,460,217,0,0,0,0
Hodges University,1.37,5357,0,7390,377,716,2130,1934,0,0,4052,0
Asheville-Buncombe Technical Community College,1.37,8774,0,12241,404,585,4380,2978,2258,191,0,0
Furman University,1.37,19696,0,29210,3642,1894,6411,4139,0,0,9334,2161
Harrisburg Area Community College-Harrisburg,1.37,18777,0,27046,1888,2770,5521,6716,10102,1314,0,0
Lakeland Community College,1.37,10541,0,14506,1492,1364,4756,2406,4907,0,0,0
New Jersey Institute of Technology,1.37,46963,1656,68106,6262,10986,15321,11317,8928,873,0,0
Hartford Seminary,1.37,725,0,1133,88,0,644,292,0,0,143,136
Oglethorpe University,1.37,3460,0,5008,708,248,1728,886,0,0,1893,261
Louisiana Delta Community College,1.37,3974,0,5464,2700,0,1769,692,1469,0,0,0
Pentecostal Theological Seminary,1.38,792,0,1096,39,68,496,228,0,0,171,0
Cornell College,1.38,5517,0,7848,943,630,2484,844,0,0,3252,221
Chattanooga State Community College,1.38,12935,0,18214,1108,2364,2831,2370,3711,248,0,0
Northwest Iowa Community College,1.38,1992,0,3328,449,236,769,304,585,572,0,0
Misericordia University,1.38,8078,0,11493,793,659,3607,1064,0,0,3878,290
Island Drafting and Technical Institute,1.38,264,0,366,0,0,331,35,0,0,0,0
Pennsylvania State University-Penn State Greater Allegheny,1.38,2631,0,3651,172,149,903,690,0,0,0,0
Indian River State College,1.38,16696,0,24609,1196,2786,4220,7761,6456,1560,0,0
Le Cordon Bleu College of Culinary Arts-Pasadena,1.38,2272,0,3155,441,0,514,162,0,0,0,0
Metro Business College-Cape Girardeau,1.38,116,0,161,0,0,58,64,0,0,0,0
Arizona State University-Tempe,1.38,171525,12264,287606,37540,59336,89558,27859,35401,30681,0,0
North Iowa Area Community College,1.38,4680,0,7184,834,633,2121,1389,2266,684,0,0
Brookhaven College,1.38,8339,0,12158,410,729,3800,2154,2768,635,0,0
Colorado College,1.38,17340,136,25143,1802,1318,8488,3603,0,0,8036,931
Middlesex County College,1.38,14866,227,21020,1920,1737,1232,5002,4448,0,0,0
Kenyon College,1.38,12609,0,20071,4770,0,6956,1991,0,0,5742,2581
Washington State University,1.38,103296,14604,219869,37119,38638,35314,18186,17828,54023,0,0
Nunez Community College,1.38,1807,0,2510,672,88,681,631,632,0,0,0
University of Vermont,1.38,52063,4769,101366,12051,11308,14109,17297,16172,21795,0,0
Boston University,1.38,192449,22121,311475,63497,41639,87167,23886,0,0,35589,9386
Hamline University,1.38,13155,0,19123,2484,1315,8336,977,0,0,5426,890
Northwestern Michigan College,1.38,6546,0,10695,1103,1103,2296,1164,2674,1611,0,0
Carroll University,1.39,8436,0,12935,1102,938,4407,1552,0,0,4700,1125
Lincoln College of Technology-Denver,1.39,2567,0,3588,0,51,2660,542,0,0,0,0
Fortis College-Montgomery,1.39,375,0,523,0,0,240,56,0,0,0,0
Spartanburg Community College,1.39,5625,0,8046,865,763,2463,1718,2247,183,0,0
Woodbury University,1.39,6405,0,8923,645,800,3732,2011,0,0,1604,0
International Business College-Fort Wayne,1.39,821,0,1145,0,0,447,130,0,0,0,0
Wilmington College,1.39,3584,0,5127,400,347,1203,1073,0,0,2409,141
Virginia Union University,1.39,4568,0,7386,719,181,2885,854,0,0,1298,1025
Bates College,1.39,15032,0,24139,1706,1822,7115,3286,0,0,5255,3197
City Colleges of Chicago-Wilbur Wright College,1.39,7669,0,10781,1446,560,1425,1940,3644,96,0,0
Northern Virginia Community College,1.39,47722,0,67928,4898,2563,31590,12404,16042,1189,0,0
Western Wyoming Community College,1.39,4444,0,6882,141,334,2279,2115,2558,664,0,0
Kettering University,1.39,8551,113,12322,601,1839,5052,1011,0,0,2349,227
Ozarka College,1.39,1832,0,2817,347,106,776,477,893,257,0,0
Ohlone College,1.39,11372,0,15898,1413,1204,5039,4208,4793,0,0,0
College of Health Care Professions-Northwest,1.39,1448,0,2014,0,0,270,23,0,0,0,0
Colorado Technical University-Colorado Springs,1.39,2276,0,3172,509,115,897,346,0,0,0,0
Fort Peck Community College,1.39,1057,0,1529,121,38,514,690,323,56,0,0
Southeast Kentucky Community and Technical College,1.39,4870,0,6809,375,199,2027,1039,1970,0,0,0
Regis University,1.39,20295,0,29383,213,1812,7713,14273,0,0,11899,1155
Roane State Community College,1.39,6702,0,9361,189,671,1037,2247,2500,0,0,0
Pacifica Graduate Institute,1.39,3483,0,4842,41,330,1752,996,0,0,0,0
Tidewater Community College,1.39,22512,0,31780,1581,3401,16462,4425,10702,443,0,0
Tulane University of Louisiana,1.39,68445,7581,123952,7943,11722,49840,18309,0,0,9413,16288
Nevada State College,1.39,3883,0,5646,575,520,2609,431,2152,210,0,0
Morrisville State College,1.39,8093,0,14269,537,526,2800,2063,1843,2957,0,0
Palo Alto University,1.39,3794,0,5300,411,203,2724,1199,0,0,980,0
Macalester College,1.39,16329,177,23442,2314,2067,6624,2565,0,0,7714,413
College of Lake County,1.4,17892,0,26729,2092,2553,5872,3472,6177,1567,0,0
Carrington College-San Jose,1.4,1542,0,2162,0,0,1195,113,0,0,0,0
Sherman College of Straight Chiropractic,1.4,1103,144,1875,104,95,402,713,0,0,373,96
Marymount University,1.4,12058,0,18468,1254,1507,6777,2483,0,0,5175,1529
El Paso Community College,1.4,22019,0,31375,3450,3255,8099,10385,7523,452,0,0
Iona College,1.4,14631,0,22933,896,2183,7620,2767,0,0,8803,2339
University of Baltimore,1.4,19493,0,28708,3376,3378,13777,2364,5337,1279,0,0
Castleton University,1.4,5409,0,8333,143,189,3276,1312,2456,710,0,0
Lipscomb University,1.4,16045,0,23657,1961,1243,7008,2817,0,0,7749,1153
Greensboro College,1.4,2277,0,3598,416,60,1107,533,0,0,2042,405
Denmark Technical College,1.4,1369,0,2357,344,99,534,608,827,438,0,0
Pacific School of Religion,1.4,841,0,1484,0,0,996,325,0,0,316,304
CUNY School of Law,1.4,5183,0,7303,733,519,3122,1269,1869,0,0,0
University of South Dakota,1.4,21457,0,31318,2030,3758,6369,8630,5384,1161,0,0
Tacoma Community College,1.4,7226,0,11622,613,1140,3696,2623,3537,1435,0,0
Hiram College,1.4,4336,0,6807,561,683,2629,786,0,0,2930,728
Kentucky Christian University,1.4,1515,0,2303,366,0,487,140,0,0,893,182
Babson College,1.4,25163,0,42261,8440,4312,16577,4011,0,0,10221,7000
Tulsa Community College,1.4,18369,0,28787,1775,2900,6656,5811,8044,2920,0,0
Dallas Baptist University,1.4,10725,0,15514,798,1603,2940,2976,0,0,6992,486
Taylor College,1.4,395,0,556,97,0,173,89,0,0,0,0
SUNY College of Environmental Science and Forestry,1.4,9706,825,15274,1093,1175,3532,2574,1801,344,0,0
University of Southernmost Florida,1.4,426,0,598,98,0,317,54,0,0,0,0
International Business College-Indianapolis,1.4,692,0,973,0,0,320,199,0,0,0,0
Refrigeration School Inc,1.4,796,0,1121,0,0,461,326,0,0,0,0
Southeastern College-West Palm Beach,1.4,6051,0,8514,826,0,3321,4365,0,0,0,0
Sewanee-The University of the South,1.4,11551,0,20109,1478,588,5857,2812,0,0,4798,3931
University of New Haven,1.4,20402,0,29044,6392,245,14738,4524,0,0,8076,445
National University,1.4,26101,0,36558,9003,3485,10755,6472,0,0,16805,0
Auburn University,1.4,110010,1607,192544,12451,37077,43182,26116,11678,35968,0,0
New England School of Communications,1.4,760,0,1071,52,148,355,50,0,0,346,1
Mississippi Valley State University,1.4,6717,0,10555,746,535,2413,2097,2326,1138,0,0
Ohio University-Main Campus,1.4,67978,0,121155,9568,21785,21680,23792,12718,25487,0,0
The Art Institute of Pittsburgh,1.4,3690,0,5173,65,227,2074,2759,0,0,0,0
Morton College,1.4,4054,0,5907,97,468,2230,1768,1311,198,0,0
Hollins University,1.4,5215,0,7471,493,402,2993,1128,0,0,1336,159
Waynesburg University,1.4,4835,0,7665,232,522,1987,1315,0,0,1576,863
Chaminade University of Honolulu,1.4,6588,0,10441,421,1095,3329,1820,0,0,1873,1206
Oral Roberts University,1.41,9670,0,18510,1689,1825,5822,2885,0,0,3386,4782
Central Methodist University-College of Liberal Arts and Sciences,1.41,3332,0,4904,251,308,1710,794,0,0,2087,203
Cranbrook Academy of Art,1.41,824,0,1170,164,61,525,149,0,0,44,0
Grand View University,1.41,5489,0,7942,1339,393,2508,575,0,0,2762,190
Rabbinical College Telshe,1.41,193,0,273,36,0,75,0,0,0,125,0
Iowa Western Community College,1.41,6636,0,11802,348,1109,3373,2291,2515,2425,0,0
LaGrange College,1.41,3872,0,5579,442,260,2171,621,0,0,1955,99
John Wood Community College,1.41,2974,0,4381,536,516,1159,658,1328,181,0,0
University of Puerto Rico-Utuado,1.41,3801,0,5365,327,607,621,1464,1324,0,0,0
Davidson County Community College,1.41,4802,162,7469,435,308,2626,1757,2244,409,0,0
Malone University,1.41,5762,0,8358,855,634,2500,1457,0,0,2557,197
Jackson State University,1.41,23731,0,35911,1375,3219,9655,15625,7602,2343,0,0
Westmont College,1.41,8097,0,12198,2022,1021,3165,1050,0,0,3739,731
Midway University,1.41,2527,0,3963,238,368,1090,235,0,0,1827,398
Miles Community College,1.41,855,0,1448,0,63,750,163,417,237,0,0
Great Lakes Institute of Technology,1.41,813,0,1149,105,92,423,70,0,0,0,0
Georgia State University,1.41,93198,707,141136,11484,12357,44037,23761,18620,8365,0,0
Westminster Theological Seminary,1.41,1143,34,2047,107,196,1087,235,0,0,447,375
State Fair Community College,1.41,3613,0,5324,0,93,631,4158,1197,199,0,0
Indiana University-Purdue University-Fort Wayne,1.41,21513,0,32534,6300,4294,7848,4898,3960,2109,0,0
Heritage Institute-Ft Myers,1.41,926,0,1310,785,0,431,93,0,0,0,0
Crowder College,1.41,5112,0,7412,64,324,2001,1337,1222,199,0,0
Villa Maria College,1.41,1235,0,1790,0,141,874,475,0,0,845,39
Remington College-Houston Southeast Campus,1.42,463,0,662,49,0,242,190,0,0,81,0
Morehouse College,1.42,9850,32,15645,1577,592,5493,2574,0,0,3607,1516
Clackamas Community College,1.42,7644,0,11556,334,808,3385,2588,3054,626,0,0
University of Maine at Augusta,1.42,5772,0,8452,512,251,1185,1812,2510,241,0,0
University of South Carolina-Union,1.42,569,0,855,0,0,232,220,409,45,0,0
Seward County Community College and Area Technical School,1.42,3229,0,4798,0,147,1713,894,1369,193,0,0
ITT Technical Institute-Tulsa,1.42,747,0,1068,0,43,354,597,0,0,0,0
New Mexico Highlands University,1.42,7519,183,14022,1083,597,3128,2043,2165,3032,0,0
Wichita Area Technical College,1.42,2992,0,4463,1257,469,752,490,1622,212,0,0
Mt San Jacinto Community College District,1.42,10293,67,17150,733,1458,3527,4763,5205,2367,0,0
Hawkeye Community College,1.42,6536,0,9457,1902,649,3171,1537,1847,115,0,0
North Lake College,1.42,7219,0,11098,661,693,3091,1391,3800,833,0,0
Southwest Tennessee Community College,1.42,9738,0,13888,3740,730,2834,3106,3671,0,0,0
Brescia University,1.42,2020,0,2945,450,140,522,382,0,0,1279,57
University of Virginia-Main Campus,1.42,151034,3515,268901,17823,54836,68073,35737,23690,48373,0,0
Germanna Community College,1.42,4853,0,6912,374,576,3772,890,2092,0,0,0
Georgian Court University,1.42,7226,0,10369,640,0,4657,1587,0,0,2701,49
Carrington College-Pleasant Hill,1.42,1257,0,1789,0,0,1139,70,0,0,0,0
Eastern Wyoming College,1.42,2437,0,3841,293,431,1079,706,1050,361,0,0
Saint Vincent College,1.42,6276,0,10426,904,336,3570,1363,0,0,3033,1511
Trinity Lutheran Seminary,1.42,845,0,1215,171,34,540,335,0,0,223,13
Remington College-Shreveport Campus,1.42,737,0,1051,91,39,541,174,0,0,119,0
Cumberland University,1.42,3008,0,4422,412,164,1504,349,0,0,223,140
Isothermal Community College,1.43,3491,97,5307,288,194,2119,676,872,143,0,0
Jna Institute of Culinary Arts,1.43,122,0,175,28,0,63,24,0,0,0,0
Pine Technical & Community College,1.43,1676,0,2436,136,281,647,453,677,28,0,0
Eastern University,1.43,8760,0,13065,1046,625,4457,1550,0,0,5283,527
Augsburg College,1.43,10755,45,16663,4572,938,5615,1760,0,0,5880,1137
Kentucky Wesleyan College,1.43,1962,0,2834,145,157,1361,288,0,0,1298,21
Richland Community College,1.43,3885,0,6012,780,709,1299,793,1569,443,0,0
Trinidad State Junior College,1.43,3105,0,4770,491,317,1005,646,2042,314,0,0
Globe University-Eau Claire,1.43,369,0,529,0,0,175,53,0,0,0,0
University of California-Irvine,1.43,122214,22759,235853,56258,34864,50782,13494,32179,24677,0,0
National American University-Zona Rosa,1.43,605,0,868,0,0,275,63,0,0,0,0
Virginia Wesleyan College,1.43,6181,0,9007,0,525,2649,1602,0,0,3614,113
American Institute of Alternative Medicine,1.43,574,0,825,138,0,409,69,0,0,0,0
Collins College,1.43,701,0,1008,145,71,339,89,0,0,0,0
Simmons College,1.43,17839,0,26498,1597,1909,14735,4352,0,0,2903,954
Saint Mary's College of California,1.43,16861,0,25644,5948,1729,7258,3468,0,0,9106,1421
Shasta Bible College and Graduate School,1.43,93,0,146,16,0,40,35,0,0,0,13
Lincoln College of Technology-Columbia,1.43,1525,0,2192,0,80,1301,433,0,0,0,0
South Mountain Community College,1.43,5123,0,7504,504,546,1396,2631,2417,149,0,0
Warren Wilson College,1.43,4377,0,6525,0,176,2991,829,0,0,1603,259
Savannah State University,1.43,9106,0,17054,974,1016,5463,2911,2417,3946,0,0
Alvernia University,1.43,6397,0,9737,663,343,4496,1977,0,0,2684,555
Gadsden State Community College,1.43,8032,0,11626,569,853,3533,3101,4012,136,0,0
Methodist Theological School in Ohio,1.44,956,0,1428,84,106,774,121,0,0,200,49
Houston Graduate School of Theology,1.44,280,0,404,0,0,172,32,0,0,92,0
University of Hawaii-West Oahu,1.44,4125,0,6498,961,470,1347,278,1595,530,0,0
Cleveland University-Kansas City,1.44,2168,0,3141,57,0,1808,694,0,0,775,0
Montana State University,1.44,41195,2493,77707,6364,15786,19536,5807,10477,14245,0,0
Springfield Technical Community College,1.44,9473,0,13837,198,637,5813,3288,4519,102,0,0
Fortis College-Cuyahoga Falls,1.44,893,0,1289,143,0,678,68,0,0,0,0
Wenatchee Valley College,1.44,4160,0,6268,302,534,1710,1373,1757,264,0,0
Bridgewater State University,1.44,24546,0,39917,12570,3500,4080,7143,11865,4371,0,0
Southwestern Community College,1.44,3425,0,4952,147,301,2286,717,953,0,0,0
Boricua College,1.44,2486,0,3603,0,77,1202,1859,0,0,1487,0
Prescott College,1.44,2506,0,4110,225,317,1957,434,0,0,1062,496
Prince Institute-Southeast,1.44,226,0,326,0,0,0,326,0,0,0,0
Hilbert College,1.44,2786,0,4155,570,342,992,272,0,0,1303,142
Concordia University-Nebraska,1.44,3377,0,5155,650,349,1284,656,0,0,2559,263
Atenas College,1.44,925,0,1333,0,22,504,551,0,0,0,0
University of San Diego,1.44,42458,0,70190,8543,6294,13907,11098,0,0,16780,8782
University of the West,1.44,971,38,1602,0,90,635,300,0,0,227,135
Central Ohio Technical College,1.44,3654,0,5296,324,435,2149,791,2098,0,0,0
Rutgers University-New Brunswick,1.44,243184,40754,518734,116196,85365,50146,61137,46679,102697,0,0
Lewis and Clark Community College,1.44,6748,0,10644,832,1694,2038,1591,1910,868,0,0
Le Cordon Bleu College of Culinary Arts-Atlanta,1.44,1254,0,1810,286,0,397,0,0,0,0,0
Point Park University,1.44,9611,0,14986,1700,742,4635,1659,0,0,3671,1073
Dawson Community College,1.45,680,0,1081,171,70,320,203,461,89,0,0
Bowdoin College,1.45,19250,0,34380,2579,3687,13127,3620,0,0,9328,6286
ITT Technical Institute-Merrillville,1.45,732,0,1067,0,39,354,607,0,0,0,0
Hesston College,1.45,1494,0,2672,61,226,737,246,0,0,1075,501
Marquette University,1.45,57875,694,89792,15179,8346,14960,12284,0,0,20889,4455
Carteret Community College,1.45,2695,0,3974,37,223,1406,1278,803,41,0,0
Aviator College of Aeronautical Science and Technology,1.45,1255,0,1826,110,40,776,270,0,0,0,0
Gardner-Webb University,1.45,9427,0,13840,505,329,3860,2343,0,0,5758,158
Salve Regina University,1.45,8776,0,14770,781,1441,4822,1637,0,0,4640,2002
Blue Cliff College-Metairie,1.45,547,0,797,212,0,65,224,0,0,0,0
Southwestern Oregon Community College,1.45,3114,0,6092,178,445,2066,1388,1563,1573,0,0
Fortis Institute,1.45,647,0,942,104,0,425,31,0,0,0,0
Covenant College,1.45,4261,0,6431,592,184,2061,558,0,0,2983,216
Northwest-Shoals Community College,1.45,4123,0,6023,122,366,1879,1751,1758,33,0,0
Fortis Institute-Pensacola,1.45,734,0,1071,66,0,351,107,0,0,0,0
Mineral Area College,1.45,3654,0,5567,429,346,1897,639,1253,246,0,0
Oklahoma State University-Oklahoma City,1.45,4818,0,7814,1260,2962,1321,1143,1569,786,0,0
Manhattanville College,1.45,7712,0,11471,249,40,5822,2621,0,0,5472,263
University of Wisconsin-Green Bay,1.45,10975,0,18331,1610,2084,3862,2341,6274,2343,0,0
Capital Community College,1.45,4847,0,7042,932,420,2304,756,1820,0,0,0
Wheaton College,1.46,10817,0,18699,1150,1714,8265,2129,0,0,5900,2801
Radians College,1.46,407,0,598,228,0,160,34,0,0,0,0
Silver Lake College of the Holy Family,1.46,1445,0,2276,245,165,427,188,0,0,602,160
Miller-Motte College-Raleigh,1.46,829,0,1212,163,0,418,244,0,0,0,0
Northwestern University,1.46,184194,25169,315349,73593,59608,42925,42776,0,0,53525,6567
SAE Institute of Technology-Atlanta,1.46,251,0,368,0,0,125,32,0,0,0,0
Three Rivers Community College,1.46,2995,0,4683,349,338,1337,819,831,299,0,0
Peru State College,1.46,3147,0,5051,70,220,1818,702,1225,435,0,0
Colby-Sawyer College,1.46,5159,0,7829,796,643,2943,951,0,0,3780,292
Aiken Technical College,1.46,2866,0,4276,367,704,1581,807,1357,64,0,0
Lake Washington Institute of Technology,1.46,4488,0,7740,996,300,2597,1342,1849,1159,0,0
Glen Oaks Community College,1.46,1951,0,2852,364,229,710,677,980,0,0,0
Drew University,1.46,11526,0,17657,2072,2012,5814,1727,0,0,5347,810
Hebrew Theological College,1.46,795,0,1168,174,0,490,104,0,0,347,0
Chowan University,1.46,3421,0,5395,0,233,2266,969,0,0,2862,378
Maryville College,1.46,3995,0,6193,548,223,2089,608,0,0,2307,323
DeSales University,1.46,7341,0,12132,1268,181,3266,1392,0,0,3424,1394
Southeastern University,1.46,6270,0,9528,291,313,3207,1888,0,0,4143,324
The Master's College and Seminary,1.46,3743,0,7295,777,547,1479,1736,0,0,2952,1801
Truckee Meadows Community College,1.46,10300,0,15498,481,1064,4954,5407,4004,384,0,0
Alverno College,1.46,6604,0,11266,644,941,4620,1563,0,0,3675,1568
Vanderbilt University,1.46,114143,11253,235559,29358,46679,67497,23705,0,0,20213,51097
Sanford-Brown College-Fenton,1.46,644,0,946,164,53,238,25,0,0,0,0
Remington College-Tampa Campus,1.46,441,0,647,37,0,321,146,0,0,101,0
University of Wisconsin-Madison,1.46,220074,42415,455223,47524,128090,58921,29983,44522,65221,0,0
Thiel College,1.46,3345,0,5342,84,241,1972,554,0,0,2374,449
Quincy University,1.46,2739,0,4442,110,223,2195,586,0,0,2425,425
Everest College-Phoenix,1.46,1778,0,2613,160,51,1155,1185,0,0,0,0
University of La Verne,1.46,19688,0,29117,0,0,21093,4658,0,0,6684,339
Asbury University,1.47,5094,0,8163,194,648,2884,1392,0,0,2293,670
Georgetown University,1.47,116274,7873,202310,23298,17330,88022,23856,0,0,46398,19006
The University of Tennessee-Knoxville,1.47,170193,10579,315487,30722,56556,72409,45801,26992,47680,0,0
Polk State College,1.47,8865,0,13238,1246,887,2802,3339,3760,180,0,0
Argosy University-Washington DC,1.47,1658,0,2451,0,49,1227,1044,0,0,0,0
Neumann University,1.47,6363,0,9664,793,440,4431,1297,0,0,3953,310
Fortis College-Smyrna,1.47,902,0,1328,443,0,482,356,0,0,0,0
Columbia College-Chicago,1.47,27069,0,40460,5769,5295,11531,8770,0,0,12485,647
Ramapo College of New Jersey,1.47,20564,0,33322,0,2149,5475,12523,7974,3083,0,0
Eastern Idaho Technical College,1.47,1612,37,2483,144,198,649,203,594,44,0,0
University of Maine,1.47,39274,1127,70207,7042,12163,5298,9273,10383,10526,0,0
Full Sail University,1.47,46499,0,68569,3268,4663,17594,31341,0,0,0,0
Palo Verde College,1.47,2055,101,3210,150,249,1326,635,1599,16,0,0
University of Arkansas,1.47,94829,1463,181408,12713,30237,43304,26015,13566,39353,0,0
Davis & Elkins College,1.47,2553,0,5046,367,188,1160,1223,0,0,1442,1287
University of New Mexico-Valencia County Campus,1.47,2272,0,3534,766,312,419,798,605,175,0,0
Marlboro College,1.47,2226,0,3446,48,140,1854,555,0,0,1135,165
Lincoln Technical Institute-Fern Park,1.47,822,0,1214,0,35,734,139,0,0,0,0
Paul Smiths College of Arts and Science,1.48,2788,100,4613,291,212,1761,524,0,0,1518,322
Big Bend Community College,1.48,2618,0,6249,426,445,1824,1113,1692,2371,0,0
Middlebury Institute of International Studies at Monterey,1.48,5577,0,8289,127,217,3219,4129,0,0,0,0
William Mitchell College of Law,1.48,4467,0,6623,629,292,2203,911,0,0,1468,0
Virginia Highlands Community College,1.48,2500,0,3719,165,226,2136,520,1547,0,0,0
Kirtland Community College,1.48,2212,0,3446,527,388,949,543,1111,161,0,0
University of Redlands,1.48,16953,0,25640,1554,2058,10453,4393,0,0,8465,546
Wentworth Military Academy and College,1.48,927,0,1469,0,105,942,394,0,0,343,90
Copiah-Lincoln Community College,1.48,4989,0,8423,404,347,1513,879,1742,990,0,0
Lawson State Community College-Birmingham Campus,1.48,4377,0,6825,348,318,2245,2081,2485,342,0,0
Great Basin College,1.48,4111,0,6382,245,655,1326,1380,1289,266,0,0
St John's Seminary,1.48,845,0,1254,250,0,152,0,0,0,326,0
Berry College,1.48,10653,0,15975,658,199,7481,3059,0,0,3848,193
Martin Community College,1.48,971,42,1597,251,148,274,265,304,86,0,0
Beloit College,1.48,7089,0,10953,1389,603,4446,1542,0,0,2890,450
University of Valley Forge,1.48,1874,0,2832,60,197,1840,606,0,0,1378,52
University of Nevada-Reno,1.48,56227,1973,94338,15825,13456,12967,19409,19621,7686,0,0
Stautzenberger College-Brecksville,1.48,309,0,460,70,0,95,58,0,0,0,0
Evangel University,1.48,6079,0,9973,317,982,2532,1328,0,0,1310,956
Coker College,1.48,3383,0,5065,369,196,2008,579,0,0,1985,50
Rensselaer Hartford Graduate Center Inc,1.48,1406,0,2084,284,222,847,182,0,0,651,0
Amberton University,1.48,1019,0,1517,0,0,992,311,0,0,130,0
Prairie State College,1.48,5454,0,9303,828,705,2487,1785,2474,1197,0,0
Paier College of Art Inc,1.48,283,0,419,210,0,0,140,0,0,0,0
Unitek College,1.48,3954,0,5874,398,394,1289,817,0,0,0,0
University of Georgia,1.48,178738,9134,341475,27658,58861,73102,34011,16480,62308,0,0
The Art Institute of New York City,1.48,2997,0,4444,86,105,1636,2556,0,0,0,0
Saint Louis Christian College,1.49,559,0,834,146,33,268,55,0,0,184,0
Randolph-Macon College,1.49,6665,56,10436,1210,798,3095,917,0,0,3929,374
Florida Technical College,1.49,6000,0,8978,630,212,5592,309,0,0,0,0
University of Alabama at Birmingham,1.49,99250,0,162346,30155,27172,30463,22730,13574,13901,0,0
Northwest State Community College,1.49,2361,0,3845,580,286,1466,694,1018,310,0,0
Heritage College-Oklahoma City,1.49,927,0,1389,1085,0,215,88,0,0,0,0
The University of West Florida,1.49,21923,686,39269,7155,3493,15724,5801,6016,5390,0,0
Pitzer College,1.49,7562,0,11294,1678,670,2681,1194,0,0,3911,0
Roosevelt University,1.49,18270,0,27519,2059,1941,8213,4229,0,0,7164,209
Amherst College,1.49,23041,236,38633,1837,4693,11555,4381,0,0,9254,3845
The Seattle School of Theology & Psychology,1.49,607,0,1210,45,40,653,33,0,0,295,304
ITT Technical Institute-Akron,1.49,546,0,814,0,44,257,442,0,0,0,0
Los Angeles ORT College-Los Angeles Campus,1.49,560,160,1089,0,0,0,620,0,0,262,0
St Thomas University,1.49,9134,0,13683,2176,999,4068,1778,0,0,4009,0
Webb Institute,1.49,1100,0,1658,115,237,961,55,0,0,246,9
Sweet Briar College,1.49,5170,0,8295,678,707,2714,1198,0,0,1708,590
Cincinnati Christian University,1.49,1612,0,2962,239,209,943,485,0,0,985,554
Kansas City Art Institute,1.49,3027,0,4622,41,143,1751,1118,0,0,935,109
Presentation College,1.49,2018,57,3189,382,70,1186,235,0,0,1034,80
Cloud County Community College,1.49,2158,0,3682,219,127,1717,530,1354,466,0,0
Milwaukee Institute of Art & Design,1.49,2286,0,3542,225,167,1846,265,0,0,1063,125
Haverford College,1.49,13030,0,23173,2886,2034,7143,1566,0,0,4794,3711
North Arkansas College,1.49,3189,0,4915,132,151,2091,797,1518,146,0,0
Morgan Community College,1.5,1681,0,2577,248,105,1364,43,651,40,0,0
Bryant University,1.5,18699,0,28373,2874,2090,7556,3163,0,0,10172,263
University of Colorado Denver/Anschutz Medical Campus,1.5,77919,8264,131629,13809,19517,42173,14217,9216,1449,0,0
Taylor University,1.5,7459,0,12354,855,1245,3073,3046,0,0,3397,1136
Wayland Baptist University,1.5,8599,0,13259,552,549,3542,4162,0,0,2601,305
Bethany College,1.5,2459,0,4115,258,125,1009,313,0,0,1790,406
West Shore Community College,1.5,1773,0,3131,41,205,1516,503,693,469,0,0
Widener University-Main Campus,1.5,16889,0,26274,1177,2093,9401,3831,0,0,5345,934
Bridgewater College,1.5,5981,0,9270,617,637,2578,775,0,0,3980,245
Chamberlain College of Nursing-Virginia,1.5,840,0,1268,72,51,473,86,0,0,0,0
Touro College,1.5,30681,0,46576,3663,4159,17908,12643,0,0,11625,299
Illinois College of Optometry,1.5,6062,45,9262,575,507,2400,2226,0,0,1245,93
University of Washington-Seattle Campus,1.5,197596,80541,501482,105693,67105,82763,38750,21916,76943,0,0
Cambridge Institute of Allied Health & Technology,1.5,585,0,880,131,0,140,50,0,0,0,0
International Academy of Design and Technology-Sacramento,1.5,465,0,700,195,68,158,28,0,0,0,0
Asbury Theological Seminary,1.5,3905,0,6094,83,296,3030,1610,0,0,1392,227
Bellingham Technical College,1.5,3940,0,6337,528,347,742,3267,1687,406,0,0
Richard Bland College of the College of William and Mary,1.5,2031,0,3370,347,440,872,811,755,323,0,0
